system   I             system.c:245  al_install_system                [   0.00034] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.02129] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02130] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02132] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02133] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02135] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02136] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02145] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02147] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02148] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02150] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02151] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02153] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02154] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02156] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02157] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02159] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02160] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02163] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02164] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02166] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02167] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02169] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02171] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02172] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02174] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02183] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02185] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02187] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02188] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02190] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02191] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02193] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02194] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02196] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02197] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02199] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02203] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02205] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02207] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02212] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02213] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02215] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02216] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02219] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02221] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02223] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02225] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02228] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02230] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02233] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02234] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02236] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02238] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02241] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02242] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02244] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02245] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.02247] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02248] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02252] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02254] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02255] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02257] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02258] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02261] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02263] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02266] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02267] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02269] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02270] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.02272] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.02273] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.02280] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.02354] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.02357] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.02945] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.04736] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.07930] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.09044] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.09912] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.09916] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.09924] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.09928] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.09931] Format 0 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.10005] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.10008] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.10009] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.10011] Trying format 1.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.10049] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.10052] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.10755] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.11776] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.12652] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.13846] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.14762] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.14767] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.14770] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.14773] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.14776] Format 1 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.14832] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.14834] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.14836] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.14838] Trying format 9.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.14867] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.14880] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.15413] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.16491] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.17529] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.19552] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.21404] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.21410] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.21414] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.21425] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.21428] Format 2 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.21476] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.21478] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.21480] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.21482] Trying format 10.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.21832] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.21838] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.22317] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.25508] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.26597] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.27662] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.28660] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.28664] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.28667] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.28670] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.28673] Format 3 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.28731] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.28735] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.28736] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.28739] Trying format 18.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.28774] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.28778] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.29269] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.30212] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.31057] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.31993] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.32883] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.32888] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.32893] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.32896] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.32899] Format 4 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.32968] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.32971] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.32972] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.32974] Trying format 19.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.33017] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.33028] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.33590] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.34525] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.35375] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.36305] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.37179] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.37183] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.37187] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.37190] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.37193] Format 5 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.37251] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.37253] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.37255] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.37256] Trying format 27.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.37291] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.37294] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.37713] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.38648] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.39467] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.40347] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.41232] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.41236] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.41240] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.41243] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.41245] Format 6 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.41304] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.41307] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.41308] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.41309] Trying format 28.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.41342] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.41349] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.41716] Chose depth stencil format 80
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.42762] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.43662] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.44555] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.45416] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.45420] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.45424] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.45426] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.45429] Format 7 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.45488] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.45490] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.45492] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.45493] Trying format 36.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.45535] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.45538] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.45871] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.46832] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.47677] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.48554] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.49454] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.49457] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.49460] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.49464] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.49466] Format 8 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.49522] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.49525] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.49526] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.49528] Trying format 37.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.49571] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.49574] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.49989] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.51002] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.51901] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.52789] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.53625] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.53628] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.53632] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.53635] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.53637] Format 9 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.53698] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.53701] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.53702] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.53704] Trying format 45.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.53743] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.53748] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.54147] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.55084] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.55899] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.56852] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.57704] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.57708] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.57711] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.57714] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.57717] Format 10 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.57773] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.57776] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.57777] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.57779] Trying format 46.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.57810] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.57822] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.58276] Chose depth stencil format 75
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.59157] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.59978] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.60828] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.61696] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.61700] destroying display 006ACC60 (current 00000000)
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   0.61703] waiting for display 006ACC60's thread to end
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.61706] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.61709] Format 11 failed.
d3d      D         d3d_disp.cpp:1709 d3d_create_display_internals     [   0.61766] d3d_display = 006ACC60
d3d      D         d3d_disp.cpp:1710 d3d_create_display_internals     [   0.61768] win_display = 006ACC60
d3d      D         d3d_disp.cpp:1711 d3d_create_display_internals     [   0.61769] al_display  = 006ACC60
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.61771] Trying format 54.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.61834] Chose a display format: 13
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.61838] Normal window.
d3d      I         d3d_disp.cpp:776  d3d_create_device                [   0.62211] Chose depth stencil format 77
d3d      D         d3d_disp.cpp:804  d3d_create_device                [   0.63104] trying D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      D         d3d_disp.cpp:809  d3d_create_device                [   0.63920] trying D3DDEVTYPE_REF
d3d      D         d3d_disp.cpp:814  d3d_create_device                [   0.64818] trying D3DDEVTYPE_REF|D3DCREATE_SOFTWARE_VERTEXPROCESSING
d3d      E         d3d_disp.cpp:820  d3d_create_device                [   0.65673] CreateDevice failed: UNKNOWN
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   0.65677] destroying display 006ACC60 (current 00000000)
